🇭🇰公告:更新11-11-2025🇭🇰,#genre#
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
千禧經典,http://iptv.4666888.xyz/iptv2A.php?id=22
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
TVB-獎門人,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB-金曲,http://iptv.4666888.xyz/iptv2A.php?id=57
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVB娛樂新聞,http://iptv.4666888.xyz/iptv2A.php?id=36
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33
澳視澳門,http://iptv.4666888.xyz/iptv2A.php?id=41
中國電影,http://iptv.4666888.xyz/iptv2A.php?id=61
TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
非凡新聞,http://iptv.4666888.xyz/iptv2A.php?id=44
民視,http://iptv.4666888.xyz/iptv2A.php?id=55
華藝中文,http://iptv.4666888.xyz/iptv2A.php?id=37
愛奇藝,http://iptv.4666888.xyz/iptv2A.php?id=21
靖洋戲劇,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天電影,http://iptv.4666888.xyz/iptv2A.php?id=56
東森電影,http://iptv.4666888.xyz/iptv2A.php?id=48
緯來電影,http://iptv.4666888.xyz/iptv2A.php?id=54
龍華電影,http://iptv.4666888.xyz/iptv2A.php?id=45
龍華洋片,http://iptv.4666888.xyz/iptv2A.php?id=60
風雲恐怖電影,http://iptv.4666888.xyz/iptv2A.php?id=59
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
梦工场动漫,http://iptv.4666888.xyz/iptv2A.php?id=40
Duck TV兒童卡通,http://iptv.4666888.xyz/iptv2A.php?id=39
MOMO親子,http://iptv.4666888.xyz/iptv2A.php?id=49
金光布袋戲,http://iptv.4666888.xyz/iptv2A.php?id=38
民視綜藝,http://iptv.4666888.xyz/iptv2A.php?id=46
民視影劇,http://iptv.4666888.xyz/iptv2A.php?id=53
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
臺視綜合,http://iptv.4666888.xyz/iptv2A.php?id=51
東森綜合2,http://iptv.4666888.xyz/iptv2A.php?id=58
八度空間,http://iptv.4666888.xyz/iptv2A.php?id=52
韓流美食料理秀,http://iptv.4666888.xyz/iptv2A.php?id=63
娛樂百分百,http://iptv.4666888.xyz/iptv2A.php?id=64
綜藝大贏家,http://iptv.4666888.xyz/iptv2A.php?id=65

香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
香港32台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
TVB星河3,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
娱乐新闻,http://v2hcdn.jdshipin.com/enew/enew.stream/chunklist_w103.m3u8
TVBJ1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8

2026世界杯,#genre#
咪咕频道,https://live.666666.zip/migu/1.m3u8
广东体育,http://cdn2.163189.xyz/163189/gdty
CCTV5,https://live.666666.zip/stream/20233432.m3u8
CCTV5,https://live.666666.zip/cctv/5.m3u8
澳门体育,http://cdn6.163189.xyz/163189/amty
ELTA体育1,https://live.666666.zip/stream/16697898.m3u8
ELTA体育1,https://live.666666.zip/elta/index.m3u8
ELTA体育2,https://live.666666.zip/stream/28361755.m3u8
CCTV5+,https://live.666666.zip/stream/79635460.m3u8
CCTV5+,https://live.666666.zip/cctv/5p.m3u8
小红书1,https://live.666666.zip/xiaohongshu/1.m3u8
小红书2,https://live.666666.zip/xiaohongshu/2.m3u8
NOW618,https://live.666666.zip/yueyu/index.m3u8
咪咕1,https://www.rtmpcdn.com/live/migu1.m3u8
咪咕2,https://www.rtmpcdn.com/live/migu2.m3u8

CCTV5(临时),http://82.156.243.185:36888/av3a/cctv5n.m3u8
CCTV5+(临时),http://82.156.243.185:36888/av3a/cctv5pn.m3u8

凤凰咨询,http://feilong123.vip/409990236/hktv.php?id=1
凤凰香港,http://feilong123.vip/409990236/hktv.php?id=2
凤凰中文,http://feilong123.vip/409990236/hktv.php?id=3
NOW体育1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382843&extension=ts&play_token=KANAeecxcz
NOW体育2,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382842&extension=ts&play_token=MCoDoR8s9G
NOW体育3,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382841&extension=ts&play_token=5uiKCGTNCF
NOW体育4,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382840&extension=ts&play_token=eoeYdjrkUg
NOW体育5,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382839&extension=ts&play_token=lu0NOftGgg
NOW体育6,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382838&extension=ts&play_token=WQ4pi5DTy3
NOW体育7,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382837&extension=ts&play_token=rRmhe1TsX7
NOW体育4K1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382836&extension=ts&play_token=jSAYXQsMoY
NOW体育,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382834&extension=ts&play_token=JBOlpsgTKU

HUB SPORTS,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1451817
HUB SPORTS 1,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/280827
HUB SPORTS 2,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/280828
HUB SPORTS 3,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/280829
HUB SPORTS 4,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/280830
HUB SPORTS 5,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/280831

NOW SPORTS,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1451767
SKY SPORTS NEWS,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236217
SKY SPORTS ACTION,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236226
SKY SPORTS CRICKET,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236223
SKY SPORTS F1,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236225
SKY SPORTS FOOTBALL,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236220
SKY SPORTS GOLF,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236224
SKY SPORTS MAIN EVENT,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236218
SKY SPORTS MIX,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236228
SKY SPORTS PREMIER LEAGUE,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236219
SKY SPORTS RACING,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1236227

德甲1,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1138922.m3u8
德甲1,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1138922.m3u8
德甲2,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1030380.m3u8
德甲2,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1030380.m3u8
德甲3,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/606323.m3u8
德甲3,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/606323.m3u8
德甲4,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1138926.m3u8
德甲4,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1138926.m3u8
德甲5,http://seatv.xyz/live/AJ1JASYJMX68G3Z/DxPObqOcKG/1138927.m3u8
德甲5,http://seatv.xyz/live/3Z4SFBM0NJX0N9H/yVVlYoaT60/1138927.m3u8
欧洲体育1,https://cdn-1.ttvb.eu.org/api/Eurosport-1/index.m3u8
欧洲体育2,https://cdn-1.ttvb.eu.org/api/Eurosport-2/index.m3u8
英国TNT体育1,http://89.187.179.148:826/anto.j/c9yJDcXyPe/110708
英国TNT体育2,http://89.187.179.148:826/anto.j/c9yJDcXyPe/89213
英国TNT体育3,http://89.187.179.148:826/anto.j/c9yJDcXyPe/89212
英国TNT体育4,http://89.187.179.148:826/anto.j/c9yJDcXyPe/89211
英国TNT体育4K,http://89.187.179.148:826/anto.j/c9yJDcXyPe/119906
英国TNT体育4K,http://206.212.246.239/live/Cori/123456/224931.m3u8
英国PREMIER SPORTS 1,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/303258.m3u8
英国PREMIER SPORTS 1,http://89.187.179.148:826/anto.j/c9yJDcXyPe/98771
英国PREMIER SPORTS 2,http://best-8k.org/live/jjyw70ss4w/ek5ui8ithc/303257.m3u8
英国PREMIER SPORTS 2,http://89.187.179.148:826/anto.j/c9yJDcXyPe/98770
美国ESPN,http://89.187.179.148:826/anto.j/c9yJDcXyPe/119665
美国ESPN2,http://89.187.179.148:826/anto.j/c9yJDcXyPe/119666
美国ESPN NEWS,http://89.187.179.148:826/anto.j/c9yJDcXyPe/1275
美国ESPN U,http://89.187.179.148:826/anto.j/c9yJDcXyPe/1274
美国ESPN SEC NETWORK,http://89.187.179.148:826/anto.j/c9yJDcXyPe/1419
美国ESPN ACC NETWORK,http://89.187.179.148:826/anto.j/c9yJDcXyPe/98754
美国ESPN8 THE OCHO,https://d3b6q2ou5kp8ke.cloudfront.net/ESPNTheOcho.m3u8
美国NBA,http://103.148.44.38:8000/play/a03m/index.m3u8
美国NBA,http://23.237.104.106:8080/USA_NBA/tracks-v1a1/mono.m3u8
美国beIN体育,http://23.237.104.106:8080/USA_BEIN/tracks-v1a1/mono.m3u8



四季台湾,#genre#
中天新闻,rtmp://221.4.216.91/live/332123-ztxw
中天新闻,rtmp://ai.unispc.com/live/nb-py-ztxw1
中天新闻(备),rtmp://ai.gdjs.net.cn/live/332000-ztxw2
中天新闻(备),rtmp://media.atmsiot.com/live/ztxw
镜新闻台,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/81c30c93-82df-49c9-975c-61a17204cbba/1.m3u8
TVBS新闻,http://jnzq.ohoyee.com:9080/live/332332-tvbsxw.m3u8
寰宇新闻,http://jnzq.ohoyee.com:9080/live/332332-hyxw.m3u8
民視新聞,http://211.72.174.95:8117/0.ts
台视新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
原視,https://hc9lby9bzw8zcar.wcetv.com/hls/titv.m3u8
中視,http://211.72.174.95:8113/0.ts
華視,http://211.72.174.95:8114/0.ts
公視,http://211.72.174.95:8116/0.ts
民視,http://211.72.174.95:8115/0.ts
台視,http://211.72.174.95:8112/0.ts
東森新聞,http://211.72.174.95:8138/0.ts

民视,rtmp://f13h.mine.nu/sat/tv051
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
tvbs,http://61.221.215.25:8800/hls/9/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育,rtmp://f13h.mine.nu/sat/tv741
momo'tv,rtmp://f13h.mine.nu/sat/tv761

四季台湾2,#genre#
民視第一台,http://4gtv.cnlive.club/channel/nc56ba28/index.m3u8?q=1782639885837
民視台灣台,http://4gtv.cnlive.club/channel/nce5d867/index.m3u8?q=1782639885837
民視,http://4gtv.cnlive.club/channel/n7222a63c/index.m3u8?q=1782639885837
大愛電視,http://4gtv.cnlive.club/channel/n7d3037d2/index.m3u8?q=1782639885837
中視,http://4gtv.cnlive.club/channel/n722644d8/index.m3u8?q=1782639885837
華視,http://4gtv.cnlive.club/channel/n721fc25a/index.m3u8?q=1782639885837
三立綜合台,http://4gtv.cnlive.club/channel/45c7d3e3/index.m3u8?q=1782639885837
客家電視台,http://4gtv.cnlive.club/channel/n855e5fe/index.m3u8?q=1782639885837
八大綜藝台,http://4gtv.cnlive.club/channel/662e9334/index.m3u8?q=1782639885837
TVBS精采台,http://4gtv.cnlive.club/channel/49d50255/index.m3u8?q=1782639885837
靖天綜合台,http://4gtv.cnlive.club/channel/3f6ecb92/index.m3u8?q=1782639885837
靖天日本台,http://4gtv.cnlive.club/channel/3f1816f7/index.m3u8?q=1782639885837
原住民族電視台,http://4gtv.cnlive.club/channel/4f20dc68/index.m3u8?q=1782639885837
LiveABC互動英語頻道,http://4gtv.cnlive.club/channel/2a571abf/index.m3u8?q=1782639885837
達文西頻道,http://4gtv.cnlive.club/channel/n1d7d9ddb/index.m3u8?q=1782639885837
Nick Jr. 兒童頻道,http://4gtv.cnlive.club/channel/23ac0723/index.m3u8?q=1782639885837
尼克兒童頻道,http://4gtv.cnlive.club/channel/51bbda39/index.m3u8?q=1782639885837
DreamWorks 夢工廠動畫,http://4gtv.cnlive.club/channel/n451655ef/index.m3u8?q=1782639885837
靖天卡通台,http://4gtv.cnlive.club/channel/3ed78a45/index.m3u8?q=1782639885837
靖洋卡通Nice Bingo,http://4gtv.cnlive.club/channel/n15c65427/index.m3u8?q=1782639885837
MOMO親子台,http://4gtv.cnlive.club/channel/n33a56e39/index.m3u8?q=1782639885837
鏡電視新聞台,http://4gtv.cnlive.club/channel/351c8485/index.m3u8?q=1782639885837
東森新聞台,http://4gtv.cnlive.club/channel/n5ca63a3a/index.m3u8?q=1782639885837
華視新聞,http://4gtv.cnlive.club/channel/n692bc32c/index.m3u8?q=1782639885837
民視新聞台,http://4gtv.cnlive.club/channel/nca14742/index.m3u8?q=1782639885837
三立新聞iNEWS,http://4gtv.cnlive.club/channel/4fa717ad/index.m3u8?q=1782639885837
TVBS新聞,http://4gtv.cnlive.club/channel/n1ea96b20/index.m3u8?q=1782639885837
東森財經新聞台,http://4gtv.cnlive.club/channel/57ce2e74/index.m3u8?q=1782639885837
中視新聞,http://4gtv.cnlive.club/channel/7e6461d6/index.m3u8?q=1782639885837
中天新聞台,http://4gtv.cnlive.club/channel/3824d067/index.m3u8?q=1782639885837
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837
寰宇新聞台灣台,http://4gtv.cnlive.club/channel/n37458587/index.m3u8?q=1782639885837
TVBS,http://4gtv.cnlive.club/channel/58f128b2/index.m3u8?q=1782639885837
民視綜藝台,http://4gtv.cnlive.club/channel/nc46cff5/index.m3u8?q=1782639885837
豬哥亮歌廳秀,http://4gtv.cnlive.club/channel/n4271efdd/index.m3u8?q=1782639885837
靖天育樂台,http://4gtv.cnlive.club/channel/3f7d0a6e/index.m3u8?q=1782639885837
KLT-靖天國際台,http://4gtv.cnlive.club/channel/n481b36ac/index.m3u8?q=1782639885837
Nice TV 靖天歡樂台,http://4gtv.cnlive.club/channel/n122ce57e/index.m3u8?q=1782639885837
靖天資訊台,http://4gtv.cnlive.club/channel/3fae463b/index.m3u8?q=1782639885837
TVBS歡樂台,http://4gtv.cnlive.club/channel/498f035d/index.m3u8?q=1782639885837
公視戲劇,http://4gtv.cnlive.club/channel/7fdd881e/index.m3u8?q=1782639885837
八大精彩台,http://4gtv.cnlive.club/channel/6626a9ca/index.m3u8?q=1782639885837
靖天戲劇台,http://4gtv.cnlive.club/channel/3f07b409/index.m3u8?q=1782639885837
靖洋戲劇台,http://4gtv.cnlive.club/channel/48117ce7/index.m3u8?q=1782639885837
金光布袋戲,http://4gtv.cnlive.club/channel/n125d8ecd/index.m3u8?q=1782639885837
ROCK Action,http://4gtv.cnlive.club/channel/n21b197ce/index.m3u8?q=1782639885837
采昌影劇台,http://4gtv.cnlive.club/channel/n97ba44a/index.m3u8?q=1782639885837
靖天映畫,http://4gtv.cnlive.club/channel/n610faa83/index.m3u8?q=1782639885837
靖天電影台,http://4gtv.cnlive.club/channel/3fcf6ae8/index.m3u8?q=1782639885837
影迷數位電影台,http://4gtv.cnlive.club/channel/n79da43c0/index.m3u8?q=1782639885837
amc電影台,http://4gtv.cnlive.club/channel/n4f2af9e/index.m3u8?q=1782639885837
CinemaWorld,http://4gtv.cnlive.club/channel/n7815b83e/index.m3u8?q=1782639885837
大愛二台,http://4gtv.cnlive.club/channel/n7d3932e9/index.m3u8?q=1782639885837
人間衛視,http://4gtv.cnlive.club/channel/7ed5b6d3/index.m3u8?q=1782639885837
TVBS綜藝台,http://4gtv.cnlive.club/channel/49d6d25d/index.m3u8?q=1782639885837
TVBS台劇台,http://4gtv.cnlive.club/channel/49342c47/index.m3u8?q=1782639885837
經典電影台,http://4gtv.cnlive.club/channel/n2eb7240a/index.m3u8?q=1782639885837
經典卡通台,http://4gtv.cnlive.club/channel/n2faf04ad/index.m3u8?q=1782639885837
精選動漫台,http://4gtv.cnlive.club/channel/n1ecb3c7f/index.m3u8?q=1782639885837
客家好劇-FastTV飛速看,http://4gtv.cnlive.club/channel/n1f7f47/index.m3u8?q=1782639885837
懷舊經典電影-FastTV飛速看,http://4gtv.cnlive.club/channel/n424d08b7/index.m3u8?q=1782639885837
精選華語電影-FastTV飛速看,http://4gtv.cnlive.club/channel/750a2ada/index.m3u8?q=1782639885837
國外電影精選-FastTV飛速看,http://4gtv.cnlive.club/channel/32bc6076/index.m3u8?q=1782639885837
日韓電影大賞-FastTV飛速看,http://4gtv.cnlive.club/channel/n5541a0ca/index.m3u8?q=1782639885837
台灣傳奇-FastTV飛速看,http://4gtv.cnlive.club/channel/n496c6dde/index.m3u8?q=1782639885837
精彩陸劇1台-FastTV飛速看,http://4gtv.cnlive.club/channel/n7179beac/index.m3u8?q=1782639885837
精彩陸劇2台-FastTV飛速看,http://4gtv.cnlive.club/channel/n69c8194d/index.m3u8?q=1782639885837
金光布袋戲-FastTV飛速看,http://4gtv.cnlive.club/channel/n3000a7f1/index.m3u8?q=1782639885837
哆啦A夢-FastTV飛速看,http://4gtv.cnlive.club/channel/9fc6b5c/index.m3u8?q=1782639885837
經典卡通-FastTV飛速看,http://4gtv.cnlive.club/channel/53488299/index.m3u8?q=1782639885837
經典迪士尼-FastTV飛速看,http://4gtv.cnlive.club/channel/n4ae53aed/index.m3u8?q=1782639885837
東離劍遊紀-FastTV飛速看,http://4gtv.cnlive.club/channel/nb3eed91/index.m3u8?q=1782639885837







🏆國際體育,#genre#
█████████████████████████████████████████████
Bein Sport XTRA,https://jmp2.uk/stvp-USAJ4300001Q7
English,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream05/streamPlaylist.m3u8
ESPN8: The Ocho,https://jmp2.uk/stvp-US34000040T
FanDuel TV Extra,https://jmp2.uk/stvp-US1400012RF
FIFA+,https://jmp2.uk/stvp-USBD12000255B
FOX Sports,https://jmp2.uk/stvp-US2700001QY
Hub Premier 6 HD,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=1314082&extension=ts&play_token=mbznWD9xYe
